"","self_spending","self_defense","self_medical","self_job","self_blacks","self_business","fed_socSecurity","fed_publicSch","fed_border","fed_crime","fed_welfare","fed_highway","fed_povertyAid","fed_environment","resid_Place","resid_identity","FT_DemParty","FT_RepParty","FT_Joe_pre","FT_Trump_pre","FT_Joe_post","FT_Trump_post","FT_rural","FT_OutParty","rural_get_more","rural_influence","rural_respect","rr_work","rr_slavery","rr_less","rr_harder","gender_factor","educ_factor","race_factor","Church_factor","PARTY","pid7","BIDEN","TRUMP"
"6044",6,6,3,3,2,2,1,1,5,1,1,1,1,1,"Small Town","Small Town Person",70,0,85,0,70,0,75,0,4,4,4,3,2,2,4,"Male","Bachelor's Degree","Middle Eastern",NA,"Democrat",1,TRUE,FALSE
"6045",4,7,5,4,4,NA,2,2,1,1,3,2,3,3,NA,NA,0,85,30,85,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Female","Some College","White","A few times a year","Republican",7,FALSE,FALSE
"6046",4,6,4,4,4,4,2,3,1,3,3,3,3,3,"Rural Area","Country Person",0,100,0,100,0,100,100,0,4,6,6,3,5,5,3,"Female",NA,"White",NA,"Republican",7,FALSE,TRUE
"6047",4,1,4,1,1,1,1,1,5,3,1,1,1,1,"City","Suburb Person",60,0,70,0,70,0,50,0,4,4,4,5,1,1,5,"Male","Bachelor's Degree","Middle Eastern",NA,"Democrat",3,TRUE,FALSE
"6048",4,NA,NA,1,4,4,3,2,3,3,3,3,1,3,"Small Town","Small Town Person",50,50,60,0,50,0,NA,50,6,3,4,1,5,1,1,"Male","High School","White",NA,"Independent",4,FALSE,FALSE
"6049",4,4,5,6,3,2,3,2,1,2,3,2,1,1,"Suburb","Suburb Person",70,40,70,0,70,0,70,70,6,6,6,2,2,4,4,"Female","High School","White","A few times a year","Independent",4,TRUE,FALSE
"6050",7,5,1,1,1,2,3,1,5,1,2,1,1,1,"Small Town","City Person",50,50,50,60,50,100,NA,50,4,6,1,3,3,3,3,"Female","Some College","Hispanic","Almost every week","Democrat",2,FALSE,FALSE
"6051",6,6,5,5,5,6,2,1,1,1,3,2,2,3,NA,NA,15,85,50,100,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,"Female","High School","White",NA,"Democrat",2,FALSE,FALSE
"6052",4,6,3,5,2,NA,4,1,5,3,3,5,5,1,NA,NA,50,50,30,15,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,"Male","Some College","White","Almost every week","Republican",5,FALSE,FALSE
"6053",7,4,2,4,3,1,1,1,4,3,1,1,1,1,"Rural Area","Suburb Person",86,15,100,0,100,0,85,15,6,4,4,3,1,2,4,"Male","Bachelor's Degree","White","Every week","Democrat",1,TRUE,FALSE
"6054",7,3,1,3,1,1,3,1,3,3,3,3,2,2,"City","City Person",65,25,70,0,85,10,70,25,4,4,5,5,1,2,5,"Female","Some College","White","A few times a year","Democrat",2,TRUE,FALSE
"6055",5,NA,4,4,NA,NA,4,3,3,3,3,3,3,3,NA,NA,40,40,60,60,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,"Female","Some College","Hispanic","Almost every week","Independent",4,FALSE,FALSE
"6056",3,4,7,3,7,4,3,1,1,3,4,3,3,1,"Suburb","Country Person",5,51,15,70,15,72,NA,5,4,7,7,1,5,5,1,"Male","Some College","White","A few times a year","Republican",5,FALSE,TRUE
"6057",5,1,1,3,2,1,3,2,3,3,3,1,1,1,"City","Suburb Person",70,0,85,0,85,0,60,0,4,4,4,5,1,2,5,"Male","Bachelor's Degree","White",NA,"Democrat",2,TRUE,FALSE
"6058",5,5,3,4,5,4,3,1,4,2,4,3,3,1,"City","City Person",70,50,70,40,60,50,70,50,6,6,6,1,1,3,2,"Female","Some College","Black","Almost every week","Democrat",1,TRUE,FALSE
"6059",5,4,3,5,NA,4,3,2,3,3,3,2,3,3,NA,NA,50,50,60,0,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,"Female","Graduate Degree","Asian",NA,"Democrat",3,FALSE,FALSE
"6060",7,3,5,2,3,4,2,1,1,1,4,3,2,2,"City","City Person",60,40,70,15,85,0,70,40,2,2,4,2,1,2,4,"Female","Bachelor's Degree","Hispanic",NA,"Democrat",3,TRUE,FALSE
"6061",7,6,5,1,NA,NA,3,3,3,1,3,3,2,1,"Rural Area","City Person",50,50,60,50,100,40,NA,50,4,4,4,3,3,3,3,"Female","Some College","Native American",NA,"Democrat",2,FALSE,FALSE
"6062",3,5,NA,NA,4,5,1,1,1,3,5,2,1,3,"Small Town","Small Town Person",0,85,0,85,0,100,100,0,6,7,7,1,5,5,1,"Male","High School","White",NA,"Republican",7,FALSE,TRUE
"6063",4,6,4,4,4,2,1,1,3,1,4,1,2,1,"Suburb","Suburb Person",30,60,50,40,50,30,100,30,6,4,6,4,2,3,3,"Male","Graduate Degree","White","Almost every week","Republican",7,TRUE,FALSE
"6064",3,5,4,4,4,2,3,3,1,3,4,1,3,1,"Suburb","Suburb Person",50,50,60,30,70,30,85,50,6,7,6,4,2,2,2,"Male","High School","White",NA,"Independent",4,FALSE,TRUE
"6065",7,7,6,4,3,5,1,3,2,3,5,3,2,3,"City","City Person",30,60,40,NA,50,70,70,30,6,1,6,2,2,2,4,"Female","Graduate Degree","Hispanic","Every week","Republican",6,FALSE,FALSE
"6066",5,2,1,3,NA,1,2,1,4,3,1,2,1,1,"Suburb","Suburb Person",60,5,65,0,70,0,55,5,4,3,6,5,2,2,5,"Male","Bachelor's Degree","White",NA,"Democrat",2,TRUE,FALSE
"6067",2,4,7,5,4,6,3,3,1,2,5,2,4,4,"City","Country Person",0,70,15,85,30,85,50,0,4,6,6,3,5,4,4,"Female","Some College","White","Once or twice a month","Republican",5,FALSE,TRUE
"6068",NA,5,1,NA,4,2,3,1,3,2,3,2,3,1,"Suburb","Suburb Person",40,60,30,60,0,100,50,40,7,4,4,2,4,4,2,"Female","Bachelor's Degree","White",NA,"Independent",4,FALSE,FALSE
"6069",4,4,2,3,3,1,1,1,5,3,1,3,1,1,"City","Small Town Person",85,30,85,0,75,0,100,30,4,4,4,2,3,3,4,"Female","Some College","Hispanic",NA,"Democrat",2,TRUE,FALSE
"6070",2,3,3,7,7,3,3,3,1,3,5,3,5,2,NA,NA,10,65,15,60,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Male","Bachelor's Degree","White",NA,"Republican",6,FALSE,FALSE
"6071",5,5,4,5,4,4,2,1,5,1,1,3,1,1,"City","City Person",60,0,100,0,60,50,50,0,7,7,7,5,1,1,5,"Male","Some College","Middle Eastern","Every week","Democrat",2,FALSE,FALSE
"6072",7,2,1,1,1,1,1,3,5,4,3,1,1,1,"City","City Person",85,15,85,0,85,0,60,15,1,1,4,5,1,1,5,"Female","Graduate Degree","Black","Every week","Democrat",3,TRUE,FALSE
"6073",2,5,5,NA,5,4,3,3,3,3,3,3,3,3,NA,NA,5,70,0,80,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"Male","Less than High School","White",NA,"Independent",4,FALSE,FALSE
"6074",2,5,6,6,6,6,2,3,1,1,3,2,NA,1,NA,NA,0,100,0,100,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Female","Graduate Degree","White",NA,"Republican",7,FALSE,FALSE
"6075",3,3,3,4,4,3,1,1,1,4,2,2,2,1,"City","City Person",40,40,70,15,60,35,75,40,4,6,6,5,1,2,3,"Male","Some College","Black",NA,"Independent",4,FALSE,FALSE
"6076",6,2,1,2,1,1,2,1,5,4,1,2,1,1,"Suburb","Small Town Person",50,0,50,0,60,0,50,0,4,2,4,5,1,1,5,"Female","Bachelor's Degree","White",NA,"Democrat",3,TRUE,FALSE
"6077",4,3,4,5,4,2,2,3,1,1,3,1,3,1,NA,NA,70,30,60,30,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,"Male","Graduate Degree","White","Almost every week","Democrat",1,FALSE,FALSE
"6078",3,4,6,4,3,3,3,3,2,2,5,2,3,3,"Suburb","Suburb Person",0,70,15,70,0,70,50,0,4,4,4,1,4,4,2,"Male","Graduate Degree","Asian","Never","Republican",5,FALSE,TRUE
"6079",4,4,1,4,4,1,1,1,1,1,3,1,2,1,"Suburb","Suburb Person",85,15,100,0,100,0,75,15,6,6,6,1,2,3,4,"Female","High School","White","A few times a year","Democrat",1,TRUE,FALSE
"6080",7,7,1,NA,4,1,1,1,1,2,2,2,1,1,"Rural Area","Country Person",30,85,50,60,50,60,NA,30,6,6,6,2,2,4,1,"Male","Less than High School","White","A few times a year","Republican",5,FALSE,FALSE
"6081",4,5,6,6,5,6,3,4,1,3,4,1,3,3,"City","Small Town Person",0,60,0,85,15,70,100,0,4,4,6,4,2,3,3,"Male","Some College","White","A few times a year","Republican",6,FALSE,TRUE
"6082",NA,NA,NA,3,7,NA,3,1,1,1,5,3,3,2,"Small Town","Small Town Person",0,100,0,100,0,100,100,0,4,6,6,1,5,5,1,"Female","Bachelor's Degree","White","Every week","Republican",7,FALSE,TRUE
"6083",6,2,1,2,2,2,1,1,3,4,1,1,3,1,"City","City Person",30,20,25,30,60,30,50,30,4,2,6,2,2,3,4,"Male","Some College","Middle Eastern",NA,"Independent",4,TRUE,FALSE
"6084",4,6,7,6,4,1,1,3,2,1,5,1,4,1,"Rural Area","Small Town Person",0,100,0,100,50,100,85,0,4,4,4,1,4,5,3,"Female","High School","White",NA,"Republican",7,FALSE,TRUE
"6085",6,4,5,4,4,3,2,1,3,2,1,1,1,2,"Suburb","Suburb Person",85,0,85,0,100,1,70,0,6,6,4,5,2,2,5,"Male","Bachelor's Degree","Black","Almost every week","Democrat",3,TRUE,FALSE
"6086",NA,4,2,2,4,2,3,3,2,1,4,3,2,2,"Suburb","Suburb Person",60,15,60,0,0,NA,50,15,5,4,6,2,3,4,4,"Male","Some College","White",NA,"Democrat",1,TRUE,FALSE
"6087",2,6,7,7,7,7,3,3,2,3,4,2,3,3,NA,NA,0,100,15,100,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Male","High School","Black","Every week","Republican",7,FALSE,FALSE
"6088",3,NA,7,5,4,5,3,5,2,1,3,1,3,2,"Small Town","Suburb Person",40,70,60,70,40,70,85,40,5,7,6,2,4,4,4,"Male","Bachelor's Degree","White","Every week","Republican",7,FALSE,TRUE
"6089",2,6,7,7,6,6,3,4,1,2,3,3,4,3,"Suburb","Small Town Person",0,85,15,85,15,90,100,0,4,4,4,1,2,4,2,"Female","Some College","White","Every week","Republican",7,FALSE,TRUE
"6090",4,7,4,NA,NA,NA,3,1,5,5,2,4,2,1,"City","City Person",50,0,85,0,75,0,100,0,4,4,6,5,1,1,5,"Male","Some College","White",NA,"Democrat",2,TRUE,FALSE
"6091",5,1,1,3,2,3,1,2,4,1,1,1,1,1,"City","Small Town Person",70,15,70,15,85,0,70,15,NA,4,4,4,2,2,4,"Female","Bachelor's Degree","White","Almost every week","Democrat",1,TRUE,FALSE
"6092",3,NA,NA,3,3,2,3,2,3,3,5,3,3,2,NA,NA,NA,NA,NA,0,70,0,NA,NA,7,NA,NA,NA,NA,NA,NA,"Female","Bachelor's Degree","Black","Every week","Independent",4,FALSE,FALSE
"6093",4,3,4,4,5,2,3,2,3,3,3,2,2,2,"Small Town","Small Town Person",60,15,60,0,5,99,95,15,4,4,6,1,5,5,1,"Male","Graduate Degree","White","Once or twice a month","Democrat",2,FALSE,TRUE
"6094",4,5,7,2,4,4,3,1,3,1,4,3,3,4,NA,NA,0,60,0,100,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Male","Some College","White","A few times a year","Republican",7,FALSE,FALSE
"6095",3,4,7,5,5,5,3,3,3,3,4,2,3,3,"City","Small Town Person",20,40,10,70,30,70,80,20,6,4,6,2,2,2,4,"Male","Bachelor's Degree","White","A few times a year","Republican",6,FALSE,TRUE
"6096",5,4,4,3,3,3,2,2,3,2,3,3,2,2,"Suburb","Suburb Person",70,50,70,30,70,15,70,50,4,6,6,1,2,3,2,"Female","Some College","Black",NA,"Democrat",3,TRUE,FALSE
"6097",1,2,7,7,7,7,5,5,1,5,5,4,5,5,"City","Suburb Person",0,0,0,30,0,0,70,0,6,7,7,1,5,4,2,"Male","Some College","Black",NA,"Republican",5,FALSE,FALSE
"6098",4,2,2,3,2,2,3,1,3,3,3,1,1,1,"City","Suburb Person",60,50,100,0,100,0,70,50,6,7,7,4,1,2,5,"Female","Some College","White",NA,"Democrat",3,TRUE,FALSE
"6099",NA,NA,NA,NA,NA,NA,2,1,3,2,3,2,3,3,"Suburb","Suburb Person",60,40,50,15,60,15,50,40,4,4,4,3,3,3,3,"Female","Graduate Degree","White","A few times a year","Democrat",3,TRUE,FALSE
"6100",3,3,3,3,1,1,1,1,3,1,3,1,1,1,"City","Suburb Person",100,70,100,0,100,0,NA,70,6,4,4,1,2,2,2,"Male","High School","Hispanic",NA,"Democrat",1,TRUE,FALSE
"6101",3,6,6,7,7,4,1,4,2,3,4,2,3,3,NA,NA,65,80,60,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,"Male","High School","White",NA,"Republican",5,FALSE,FALSE
"6102",6,1,1,1,1,1,2,5,4,3,1,3,1,4,NA,NA,70,0,85,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Female","High School","Middle Eastern",NA,"Democrat",1,FALSE,FALSE
"6103",NA,6,1,1,NA,NA,1,3,1,2,3,1,3,1,"Rural Area","Country Person",49,30,50,10,85,0,50,30,6,6,6,2,3,3,3,"Female","Bachelor's Degree","Native American",NA,"Democrat",3,TRUE,FALSE
"6104",6,4,2,1,4,1,1,3,2,3,4,3,1,2,"Rural Area","Country Person",45,65,60,95,85,95,100,45,6,7,6,1,5,5,3,"Female","Some College","White","A few times a year","Independent",4,FALSE,TRUE
"6105",3,NA,2,3,3,2,3,3,4,3,3,3,3,2,"Suburb","City Person",70,15,85,0,85,0,70,15,6,6,6,5,5,5,4,"Male","Bachelor's Degree","White","Once or twice a month","Democrat",2,TRUE,FALSE
"6106",7,1,4,3,1,6,1,3,5,4,1,1,1,1,"Small Town","Small Town Person",85,0,50,0,70,0,NA,85,4,4,4,5,1,1,5,"Male","High School","Black",NA,"Independent",4,FALSE,FALSE
"6107",6,3,3,3,3,2,1,1,4,3,2,1,1,2,"Suburb","Suburb Person",85,0,85,0,100,0,40,0,4,3,4,5,1,2,5,"Female","Bachelor's Degree","White",NA,"Democrat",1,TRUE,FALSE
"6108",NA,NA,3,NA,NA,NA,3,2,5,3,3,3,3,3,"Suburb","City Person",85,15,70,0,100,0,100,15,4,4,4,1,2,2,4,"Male","Some College","Native American",NA,"Democrat",1,TRUE,FALSE
"6109",4,1,4,1,4,2,2,3,3,3,3,1,2,2,NA,NA,70,30,100,0,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,"Male","High School","Black",NA,"Democrat",3,FALSE,FALSE
"6110",3,5,2,5,6,1,3,2,3,3,5,3,3,2,"City","Suburb Person",40,50,60,50,70,45,55,40,5,6,4,2,4,5,1,"Female","Graduate Degree","White",NA,"Republican",5,TRUE,FALSE
"6111",6,5,4,3,3,1,2,1,3,3,2,2,1,1,"Rural Area","Small Town Person",70,40,70,0,85,0,65,40,5,5,4,4,2,2,5,"Female",NA,"White","Once or twice a month","Democrat",1,TRUE,FALSE
"6112",7,5,2,1,4,1,1,1,3,3,3,2,1,3,"City","Something else",85,0,100,0,100,0,50,0,4,2,4,1,4,4,2,"Female","Some College","White",NA,"Democrat",3,TRUE,FALSE
"6113",NA,6,4,6,4,4,2,2,2,1,3,2,2,3,"City","Suburb Person",15,70,0,70,15,70,100,15,4,7,7,3,5,5,2,"Male","High School","White",NA,"Republican",6,FALSE,TRUE
"6114",6,5,3,1,3,NA,1,1,3,3,3,1,2,3,"City","City Person",70,0,60,0,50,0,60,0,6,2,6,4,1,3,3,"Male","Graduate Degree","Asian",NA,"Democrat",2,TRUE,FALSE
"6115",NA,5,NA,4,4,2,2,2,3,3,3,3,3,3,"Rural Area","Small Town Person",30,60,40,85,30,30,85,30,4,6,6,3,5,5,2,"Male","Less than High School","White","A few times a year","Republican",5,FALSE,FALSE
"6116",1,5,7,5,4,4,2,2,3,2,3,3,3,2,"Small Town","Small Town Person",50,15,60,0,60,0,100,15,4,4,4,1,3,5,3,"Male","High School","White",NA,"Democrat",1,TRUE,FALSE
"6117",7,NA,3,3,2,3,3,3,3,5,3,3,3,3,NA,NA,50,50,0,40,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,"Female","High School","White",NA,"Independent",4,FALSE,FALSE
"6118",7,4,3,2,3,1,3,1,3,2,3,5,1,1,"Suburb","Suburb Person",75,0,85,0,70,0,40,0,4,4,4,4,1,2,5,"Female","Bachelor's Degree","White","Once or twice a month","Democrat",1,TRUE,FALSE
"6119",3,3,4,4,2,2,3,3,4,4,3,2,3,2,"City","Something else",40,30,40,15,80,15,85,40,4,6,7,4,2,2,4,"Male","Graduate Degree","White","A few times a year","Independent",4,TRUE,FALSE
"6120",4,NA,3,4,2,4,3,1,4,3,3,3,1,3,NA,NA,60,40,85,0,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,"Female","High School","Native American",NA,"Democrat",2,FALSE,FALSE
"6121",NA,NA,NA,NA,NA,NA,3,3,1,1,2,2,1,2,"Suburb","Suburb Person",70,50,85,40,85,NA,NA,50,4,4,4,3,3,3,3,"Female","Some College","Black",NA,"Democrat",1,FALSE,FALSE
"6122",NA,NA,NA,NA,NA,NA,1,2,2,3,3,1,2,1,"City","Suburb Person",30,50,0,100,0,85,NA,30,6,6,6,1,2,4,2,"Male","Less than High School","White",NA,"Independent",4,FALSE,FALSE
"6123",5,3,1,2,1,1,2,1,5,5,2,3,1,1,"City","City Person",70,40,60,0,70,0,100,40,3,1,5,5,1,1,5,"Female","Bachelor's Degree","White",NA,"Democrat",1,TRUE,FALSE
"6124",NA,NA,NA,1,NA,NA,1,1,3,2,3,1,1,2,"City","City Person",85,30,NA,NA,85,0,85,30,6,6,7,2,2,1,4,"Female","Bachelor's Degree","Black","Every week","Democrat",1,TRUE,FALSE
"6125",4,4,7,6,7,3,3,3,1,1,3,3,3,3,"Suburb","Small Town Person",0,75,0,100,0,100,95,0,4,6,4,2,4,3,3,"Male","Some College","Hispanic","Almost every week","Republican",7,FALSE,TRUE
"6126",6,2,2,3,2,1,3,1,3,3,3,1,3,1,"City","City Person",70,0,80,0,90,0,45,0,3,1,6,5,2,1,5,"Male","Some College","White",NA,"Democrat",1,TRUE,FALSE
"6127",6,6,4,5,4,5,1,1,1,1,3,3,3,2,"Suburb","Small Town Person",0,85,0,85,0,100,70,0,7,5,7,1,5,5,2,"Female","Some College","White",NA,"Republican",6,FALSE,FALSE
"6128",5,1,2,3,3,1,2,2,5,4,2,3,2,1,"Suburb","Small Town Person",65,25,65,0,70,10,70,25,6,4,4,4,2,2,4,"Female","Graduate Degree","White",NA,"Democrat",3,TRUE,FALSE
"6129",2,4,7,6,4,5,3,3,3,3,5,3,4,4,"Suburb","Small Town Person",30,40,30,40,35,55,100,30,5,6,6,3,2,4,5,"Male","Bachelor's Degree","White","Every week","Republican",6,FALSE,TRUE
"6130",7,6,1,NA,NA,NA,4,1,1,1,3,2,1,3,"Suburb","Suburb Person",50,50,50,60,40,60,60,50,4,6,6,1,4,3,2,"Female","High School","White",NA,"Republican",5,FALSE,TRUE
"6131",7,1,1,4,1,1,1,1,4,1,1,1,1,1,"Rural Area","City Person",15,0,NA,30,75,0,85,0,1,1,4,5,1,1,5,"Female","High School","Black",NA,"Democrat",2,TRUE,FALSE
"6132",3,7,7,7,5,4,1,1,1,1,5,1,3,3,"City","Small Town Person",0,85,0,85,0,90,90,0,7,7,7,1,4,4,2,"Male","Bachelor's Degree","White","Almost every week","Republican",7,FALSE,TRUE
"6133",2,6,7,7,7,6,2,3,1,3,5,1,4,3,"Small Town","Small Town Person",10,75,0,90,5,85,95,10,5,7,7,2,5,3,2,"Male","Some College","White","Every week","Republican",7,FALSE,TRUE
"6134",NA,3,1,3,2,1,2,2,4,3,2,3,2,1,"Small Town","Small Town Person",85,30,60,0,85,0,100,30,6,6,6,4,2,2,4,"Female","Some College","White",NA,"Democrat",2,TRUE,FALSE
"6135",5,4,3,4,2,3,2,3,4,3,3,1,1,1,"Suburb","Suburb Person",70,30,85,0,85,0,85,30,4,4,4,5,1,1,5,"Male","Bachelor's Degree","White",NA,"Democrat",1,TRUE,FALSE
"6136",7,NA,1,4,4,4,1,2,3,1,2,3,1,3,NA,NA,50,50,50,50,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,"Female","Bachelor's Degree","Native American","Every week","Independent",4,FALSE,FALSE
"6137",3,NA,NA,6,5,3,3,3,3,3,4,3,2,2,NA,NA,60,60,60,30,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,"Male","Some College","White","Every week","Independent",4,FALSE,FALSE
"6138",5,4,2,5,3,2,1,1,3,3,2,3,1,1,NA,NA,50,60,50,100,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,"Male","Bachelor's Degree","White","Once or twice a month","Democrat",3,FALSE,FALSE
"6139",NA,NA,NA,NA,NA,NA,3,2,1,3,3,2,3,1,"Suburb","Suburb Person",70,70,70,70,70,30,NA,70,4,4,4,2,2,2,4,"Male","Bachelor's Degree","Asian","A few times a year","Republican",6,TRUE,FALSE
"6140",6,4,2,3,4,1,1,1,4,2,2,1,2,1,"City","City Person",100,0,100,0,100,0,50,0,2,2,4,4,2,3,5,"Male","Some College","White",NA,"Democrat",1,TRUE,FALSE
"6141",7,7,7,NA,NA,NA,3,1,1,1,3,1,1,1,"City","Country Person",100,100,50,50,50,50,50,100,4,4,4,1,2,2,3,"Female","Some College","Hispanic","Almost every week","Independent",4,FALSE,FALSE
"6142",5,5,4,5,4,4,3,3,4,3,3,3,3,3,NA,NA,60,40,60,40,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,"Female","Some College","Hispanic","Every week","Independent",4,FALSE,FALSE
"6143",5,5,3,3,2,3,5,3,3,2,3,1,3,2,"City","City Person",1,3,5,15,25,15,NA,1,7,6,7,5,1,1,5,"Female","Graduate Degree","White","Every week","Republican",6,FALSE,TRUE
"6144",7,4,1,1,NA,NA,1,1,5,1,3,3,2,1,"City","City Person",100,0,100,0,60,30,50,0,6,6,4,1,2,5,5,"Male","High School","Hispanic","Once or twice a month","Democrat",1,FALSE,FALSE
"6145",NA,6,NA,NA,4,NA,2,2,1,2,3,2,3,2,NA,NA,15,30,30,60,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,"Male","Some College","White","Once or twice a month","Republican",5,FALSE,FALSE
"6146",1,6,6,6,5,7,2,4,1,1,5,2,4,3,"Rural Area","Small Town Person",0,60,0,100,0,100,85,0,7,7,6,1,5,5,1,"Male","Bachelor's Degree",NA,NA,"Republican",7,FALSE,FALSE
"6147",4,6,4,4,5,NA,1,1,1,2,5,3,2,4,"Rural Area","Country Person",0,70,15,85,30,70,50,0,6,5,6,4,5,4,2,"Female","Some College","White",NA,"Republican",7,FALSE,TRUE
"6148",1,6,7,7,4,4,2,3,1,3,5,3,3,3,"City","Small Town Person",0,30,15,60,30,15,85,0,5,6,4,3,2,2,5,"Female","Some College","White","Every week","Republican",7,FALSE,FALSE
"6149",1,6,7,7,NA,7,3,3,1,3,4,1,3,5,"Suburb","Suburb Person",2,70,30,70,5,40,NA,2,4,4,4,1,5,5,3,"Male","Graduate Degree","White",NA,"Republican",6,FALSE,TRUE
"6150",7,4,4,4,4,4,3,3,3,3,3,3,2,3,NA,NA,70,50,30,15,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor's Degree",NA,NA,"Democrat",2,FALSE,FALSE
"6151",7,NA,NA,NA,NA,NA,1,1,3,1,2,3,1,1,"Suburb","City Person",60,40,85,0,50,0,50,60,6,6,6,3,2,2,4,"Male","Some College","Black","Every week","Independent",4,FALSE,FALSE
"6152",2,5,6,7,7,7,3,4,1,2,3,3,3,4,"Suburb","Suburb Person",0,70,10,100,0,100,90,0,4,7,4,1,5,5,1,"Female","Bachelor's Degree","Hispanic",NA,"Republican",7,FALSE,TRUE
"6153",7,4,1,5,7,7,1,2,1,1,2,4,1,1,"Rural Area","Small Town Person",60,70,75,75,85,50,85,60,6,4,4,1,3,3,2,"Female","High School","White","Once or twice a month","Republican",7,FALSE,FALSE
"6154",3,4,6,3,6,2,2,3,3,3,4,3,3,2,"Suburb","Small Town Person",15,85,0,100,0,99,75,15,5,6,5,1,5,5,3,"Female","Bachelor's Degree","Middle Eastern",NA,"Republican",7,FALSE,TRUE
"6155",7,1,1,1,1,1,1,1,5,5,1,2,1,1,"Small Town","Something else",50,50,30,0,0,0,60,50,7,7,7,5,1,1,5,"Female","Some College","Middle Eastern",NA,"Democrat",3,TRUE,FALSE
"6156",7,5,2,1,1,1,1,1,3,1,1,1,1,1,"Suburb","Suburb Person",70,0,100,0,80,10,80,0,7,6,7,5,1,1,5,"Female","Some College","Asian",NA,"Democrat",1,TRUE,FALSE
"6157",5,NA,NA,NA,NA,NA,1,2,3,3,3,3,1,3,"City","City Person",30,85,40,70,40,70,60,30,2,4,4,2,2,2,2,"Male","Some College","White",NA,"Republican",7,FALSE,TRUE
"6158",4,6,6,6,NA,NA,3,3,2,3,3,3,2,2,"City","Small Town Person",40,60,60,15,40,65,50,40,4,5,4,3,4,3,3,"Male","Graduate Degree","White","Almost every week","Republican",5,FALSE,TRUE
"6159",4,4,4,4,4,2,3,3,1,3,5,3,3,1,"Suburb","Small Town Person",0,70,0,85,0,85,70,0,6,6,6,1,2,3,3,"Female","Less than High School","White","Every week","Republican",5,FALSE,TRUE
"6160",NA,6,4,NA,4,2,2,1,3,1,3,1,1,1,"City","Suburb Person",85,0,100,15,100,0,50,0,6,4,4,5,1,1,5,"Male","Less than High School","Black","Every week","Democrat",1,FALSE,FALSE
"6161",7,NA,4,4,NA,4,1,1,1,1,1,1,1,1,"City","Country Person",50,50,50,50,50,50,NA,50,6,4,4,1,2,3,2,"Male","Bachelor's Degree","Asian",NA,"Independent",4,FALSE,FALSE
"6162",4,3,3,6,2,4,3,2,1,3,3,3,3,2,"City","City Person",15,60,15,85,15,40,70,15,7,6,6,2,4,5,2,"Male","Graduate Degree","White",NA,"Republican",5,FALSE,TRUE
"6163",4,4,4,4,2,2,3,1,2,3,1,1,1,1,"City","City Person",70,0,85,0,85,0,30,0,4,2,4,5,1,1,5,"Male","Bachelor's Degree","Black","A few times a year","Democrat",2,TRUE,FALSE
"6164",6,3,3,3,2,1,1,1,4,3,1,1,1,1,"City","City Person",85,15,85,0,85,0,70,15,4,6,6,5,2,1,5,"Female","Bachelor's Degree","White","Almost every week","Democrat",1,TRUE,FALSE
"6165",6,2,1,2,2,1,3,1,5,5,1,2,1,1,"Small Town","City Person",60,0,70,0,85,0,65,0,6,6,7,5,2,2,5,"Female","Bachelor's Degree","White",NA,"Democrat",1,TRUE,FALSE
"6166",5,6,6,5,5,3,2,2,3,2,3,3,2,3,"City","City Person",100,60,100,50,100,0,60,60,4,4,4,1,1,2,4,"Female","Some College","Black","Every week","Democrat",1,FALSE,FALSE
"6167",3,5,6,6,5,6,2,3,2,2,3,2,3,3,"Rural Area","Country Person",15,85,15,100,15,85,85,15,6,4,4,3,3,3,3,"Male","High School","White","Every week","Republican",7,FALSE,TRUE
"6168",1,4,7,7,6,6,3,2,2,1,5,3,3,3,"Rural Area","Country Person",0,50,0,60,0,15,100,0,7,7,7,2,2,3,3,"Female","High School","White",NA,"Independent",4,FALSE,FALSE
